"","cow","year","milex","version"
"877","GRN",1979,-9,2011
"878","GRN",1980,-9,2011
"879","GRN",1981,-9,2011
"880","GRN",1982,6730,2011
"881","GRN",1983,2300,2011
"882","GRN",1984,-9,2011
"883","GRN",1985,-9,2011
"884","GRN",1986,-9,2011
"885","GRN",1987,-9,2011
"886","GRN",1988,-9,2011
"887","GRN",1989,-9,2011
"888","GRN",1990,-9,2011
"889","GRN",1991,-9,2011
"890","GRN",1992,-9,2011
"891","GRN",1993,-9,2011
"892","GRN",1994,0,2011
"893","GRN",1995,0,2011
"894","GRN",1996,0,2011
"895","GRN",1997,0,2011
"896","GRN",1998,0,2011
"897","GRN",1999,0,2011
"898","GRN",2000,0,2011
"899","GRN",2001,0,2011
"900","GRN",2002,0,2011
"901","GRN",2003,0,2011
"902","GRN",2004,0,2011
"903","GRN",2005,0,2011
"904","GRN",2006,0,2011
"905","GRN",2007,0,2011
"906","GRN",2008,0,2011
"907","GRN",2009,0,2011
"908","GRN",2010,0,2011
"909","GRN",2011,0,2011
"910","GRN",2012,0,2011
"911","SLU",1979,0,2011
"912","SLU",1980,0,2011
"913","SLU",1981,0,2011
"914","SLU",1982,0,2011
"915","SLU",1983,0,2011
"916","SLU",1984,0,2011
"917","SLU",1985,0,2011
"918","SLU",1986,0,2011
"919","SLU",1987,0,2011
"920","SLU",1988,0,2011
"921","SLU",1989,0,2011
"922","SLU",1990,0,2011
"923","SLU",1991,0,2011
"924","SLU",1992,0,2011
"925","SLU",1993,0,2011
"926","SLU",1994,0,2011
"927","SLU",1995,0,2011
"928","SLU",1996,0,2011
"929","SLU",1997,0,2011
"930","SLU",1998,0,2011
"931","SLU",1999,0,2011
"932","SLU",2000,0,2011
"933","SLU",2001,0,2011
"934","SLU",2002,0,2011
"935","SLU",2003,0,2011
"936","SLU",2004,0,2011
"937","SLU",2005,0,2011
"938","SLU",2006,0,2011
"939","SLU",2007,0,2011
"940","SLU",2008,0,2011
"941","SLU",2009,0,2011
"942","SLU",2010,0,2011
"943","SLU",2011,0,2011
"944","SLU",2012,0,2011
"945","SVG",1979,1017,2011
"946","SVG",1980,1148,2011
"947","SVG",1981,1296,2011
"948","SVG",1982,1677,2011
"949","SVG",1983,1925,2011
"950","SVG",1984,2296,2011
"951","SVG",1985,2148,2011
"952","SVG",1986,2703,2011
"953","SVG",1987,3000,2011
"954","SVG",1988,3074,2011
"955","SVG",1989,3222,2011
"956","SVG",1990,3222,2011
"957","SVG",1991,-9,2011
"958","SVG",1992,-9,2011
"959","SVG",1993,-9,2011
"960","SVG",1994,0,2011
"961","SVG",1995,0,2011
"962","SVG",1996,0,2011
"963","SVG",1997,0,2011
"964","SVG",1998,0,2011
"965","SVG",1999,0,2011
"966","SVG",2000,0,2011
"967","SVG",2001,0,2011
"968","SVG",2002,0,2011
"969","SVG",2003,0,2011
"970","SVG",2004,0,2011
"971","SVG",2005,0,2011
"972","SVG",2006,0,2011
"973","SVG",2007,0,2011
"974","SVG",2008,0,2011
"975","SVG",2009,0,2011
"976","SVG",2010,0,2011
"977","SVG",2011,0,2011
"978","SVG",2012,0,2011
"979","AAB",1981,0,2011
"980","AAB",1982,-9,2011
"981","AAB",1983,-9,2011
"982","AAB",1984,-9,2011
"983","AAB",1985,-9,2011
"984","AAB",1986,-9,2011
"985","AAB",1987,-9,2011
"986","AAB",1988,-9,2011
"987","AAB",1989,-9,2011
"988","AAB",1990,3900,2011
"989","AAB",1991,-9,2011
"990","AAB",1992,-9,2011
"991","AAB",1993,-9,2011
"992","AAB",1994,3000,2011
"993","AAB",1995,3000,2011
"994","AAB",1996,4000,2011
"995","AAB",1997,3000,2011
"996","AAB",1998,4000,2011
"997","AAB",1999,4000,2011
"998","AAB",2000,4000,2011
"999","AAB",2001,4000,2011
"1000","AAB",2002,4000,2011
"1001","AAB",2003,4000,2011
"1002","AAB",2004,4000,2011
"1003","AAB",2005,5000,2011
"1004","AAB",2006,5000,2011
"1005","AAB",2007,5000,2011
"1006","AAB",2008,7000,2011
"1007","AAB",2009,8000,2011
"1008","AAB",2010,7000,2011
"1009","AAB",2011,29000,2011
"1010","AAB",2012,28000,2011
"1011","SKN",1983,0,2011
"1012","SKN",1984,0,2011
"1013","SKN",1985,90,2011
"1014","SKN",1986,200,2011
"1015","SKN",1987,29,2011
"1016","SKN",1988,-9,2011
"1017","SKN",1989,-9,2011
"1018","SKN",1990,-9,2011
"1019","SKN",1991,-9,2011
"1020","SKN",1992,-9,2011
"1021","SKN",1993,-9,2011
"1022","SKN",1994,-9,2011
"1023","SKN",1995,-9,2011
"1024","SKN",1996,-9,2011
"1025","SKN",1997,-9,2011
"1026","SKN",1998,-9,2011
"1027","SKN",1999,-9,2011
"1028","SKN",2000,-9,2011
"1029","SKN",2001,-9,2011
"1030","SKN",2002,0,2011
"1031","SKN",2003,0,2011
"1032","SKN",2004,0,2011
"1033","SKN",2005,0,2011
"1034","SKN",2006,0,2011
"1035","SKN",2007,0,2011
"1036","SKN",2008,0,2011
"1037","SKN",2009,0,2011
"1038","SKN",2010,0,2011
"1039","SKN",2011,0,2011
"1040","SKN",2012,0,2011
"1041","MEX",1831,-9,2011
"1042","MEX",1832,-9,2011
"1043","MEX",1833,-9,2011
"1044","MEX",1834,-9,2011
"1045","MEX",1835,-9,2011
"1046","MEX",1836,-9,2011
"1047","MEX",1837,-9,2011
"1048","MEX",1838,-9,2011
"1049","MEX",1839,-9,2011
"1050","MEX",1840,-9,2011
"1051","MEX",1841,-9,2011
"1052","MEX",1842,-9,2011
"1053","MEX",1843,-9,2011
"1054","MEX",1844,1617,2011
"1055","MEX",1845,-9,2011
"1056","MEX",1846,5283,2011
"1057","MEX",1847,-9,2011
"1058","MEX",1848,-9,2011
"1059","MEX",1849,-9,2011
"1060","MEX",1850,-9,2011
"1061","MEX",1851,-9,2011
"1062","MEX",1852,-9,2011
"1063","MEX",1853,-9,2011
"1064","MEX",1854,-9,2011
"1065","MEX",1855,-9,2011
"1066","MEX",1856,-9,2011
"1067","MEX",1857,-9,2011
"1068","MEX",1858,-9,2011
"1069","MEX",1859,-9,2011
"1070","MEX",1860,-9,2011
"1071","MEX",1861,-9,2011
"1072","MEX",1862,-9,2011
"1073","MEX",1863,-9,2011
"1074","MEX",1864,-9,2011
"1075","MEX",1865,2157,2011
"1076","MEX",1866,2594,2011
"1077","MEX",1867,-9,2011
"1078","MEX",1868,1690,2011
"1079","MEX",1869,1741,2011
"1080","MEX",1870,1440,2011
"1081","MEX",1871,1743,2011
"1082","MEX",1872,2090,2011
"1083","MEX",1873,2087,2011
"1084","MEX",1874,2112,2011
"1085","MEX",1875,2185,2011
"1086","MEX",1876,2179,2011
"1087","MEX",1877,2249,2011
"1088","MEX",1878,1415,2011
"1089","MEX",1879,1826,2011
"1090","MEX",1880,1666,2011
"1091","MEX",1881,2036,2011
"1092","MEX",1882,1802,2011
"1093","MEX",1883,1771,2011
"1094","MEX",1884,1712,2011
"1095","MEX",1885,1719,2011
"1096","MEX",1886,2500,2011
"1097","MEX",1887,2408,2011
"1098","MEX",1888,2768,2011
"1099","MEX",1889,2784,2011
"1100","MEX",1890,2593,2011
"1101","MEX",1891,2643,2011
"1102","MEX",1892,2628,2011
"1103","MEX",1893,2611,2011
"1104","MEX",1894,2336,2011
"1105","MEX",1895,2128,2011
"1106","MEX",1896,1094,2011
"1107","MEX",1897,1214,2011
"1108","MEX",1898,1275,2011
"1109","MEX",1899,1140,2011
"1110","MEX",1900,1348,2011
"1111","MEX",1901,1388,2011
"1112","MEX",1902,1413,2011
"1113","MEX",1903,1424,2011
"1114","MEX",1904,1622,2011
"1115","MEX",1905,1639,2011
"1116","MEX",1906,1674,2011
"1117","MEX",1907,1802,2011
"1118","MEX",1908,2090,2011
"1119","MEX",1909,2131,2011
"1120","MEX",1910,2083,2011
"1121","MEX",1911,2182,2011
"1122","MEX",1912,2886,2011
"1123","MEX",1913,4478,2011
"1124","MEX",1914,22000,2011
"1125","MEX",1915,21500,2011
"1126","MEX",1916,-9,2011
"1127","MEX",1917,63500,2011
"1128","MEX",1918,60000,2011
"1129","MEX",1919,70526,2011
"1130","MEX",1920,65792,2011
"1131","MEX",1921,65402,2011
"1132","MEX",1922,65651,2011
"1133","MEX",1923,61277,2011
"1134","MEX",1924,52014,2011
"1135","MEX",1925,45218,2011
"1136","MEX",1926,46032,2011
"1137","MEX",1927,42145,2011
"1138","MEX",1928,46849,2011
"1139","MEX",1929,47287,2011
"1140","MEX",1930,38441,2011
"1141","MEX",1931,31412,2011
"1142","MEX",1932,19491,2011
"1143","MEX",1933,16610,2011
"1144","MEX",1934,16672,2011
"1145","MEX",1935,17433,2011
"1146","MEX",1936,19300,2011
"1147","MEX",1937,22478,2011
"1148","MEX",1938,23033,2011
"1149","MEX",1939,18600,2011
"1150","MEX",1940,18146,2011
"1151","MEX",1941,22633,2011
"1152","MEX",1942,24691,2011
"1153","MEX",1943,30246,2011
"1154","MEX",1944,32921,2011
"1155","MEX",1945,34979,2011
"1156","MEX",1946,52037,2011
"1157","MEX",1947,57058,2011
"1158","MEX",1948,60576,2011
"1159","MEX",1949,48110,2011
"1160","MEX",1950,40000,2011
"1161","MEX",1951,46012,2011
"1162","MEX",1952,50289,2011
"1163","MEX",1953,55376,2011
"1164","MEX",1954,47093,2011
"1165","MEX",1955,42674,2011
"1166","MEX",1956,50600,2011
"1167","MEX",1957,63411,2011
"1168","MEX",1958,69015,2011
"1169","MEX",1959,70697,2011
"1170","MEX",1960,81745,2011
"1171","MEX",1961,88951,2011
"1172","MEX",1962,100720,2011
"1173","MEX",1963,111129,2011
"1174","MEX",1964,127222,2011
"1175","MEX",1965,132186,2011
"1176","MEX",1966,143235,2011
"1177","MEX",1967,171978,2011
"1178","MEX",1968,182946,2011
"1179","MEX",1969,204003,2011
"1180","MEX",1970,218014,2011
"1181","MEX",1971,224000,2011
"1182","MEX",1972,260800,2011
"1183","MEX",1973,326400,2011
"1184","MEX",1974,430400,2011
"1185","MEX",1975,586200,2011
"1186","MEX",1976,529625,2011
"1187","MEX",1977,533541,2011
"1188","MEX",1978,634413,2011
"1189","MEX",1979,693575,2011
"1190","MEX",1980,824147,2011
"1191","MEX",1981,777120,2011
"1192","MEX",1982,943004,2011
"1193","MEX",1983,607856,2011
"1194","MEX",1984,562331,2011
"1195","MEX",1985,1170000,2011
"1196","MEX",1986,612460,2011
"1197","MEX",1987,937000,2011
"1198","MEX",1988,646450,2011
"1199","MEX",1989,640630,2011
"1200","MEX",1990,678410,2011
"1201","MEX",1991,674536,2011
"1202","MEX",1992,1520000,2011
"1203","MEX",1993,1656000,2011
"1204","MEX",1994,2300000,2011
"1205","MEX",1995,2366000,2011
"1206","MEX",1996,3629000,2011
"1207","MEX",1997,3664000,2011
"1208","MEX",1998,3907000,2011
"1209","MEX",1999,4289000,2011
"1210","MEX",2000,5229000,2011
"1211","MEX",2001,5733000,2011
"1212","MEX",2002,3236000,2011
"1213","MEX",2003,2938000,2011
"1214","MEX",2004,2876000,2011
"1215","MEX",2005,3123000,2011
"1216","MEX",2006,3229000,2011
"1217","MEX",2007,3982000,2011
"1218","MEX",2008,4346000,2011
"1219","MEX",2009,4769000,2011
"1220","MEX",2010,5410000,2011
"1221","MEX",2011,5051000,2011
"1222","MEX",2012,5237000,2011
"1223","BLZ",1981,2000,2011
"1224","BLZ",1982,2000,2011
"1225","BLZ",1983,3000,2011
"1226","BLZ",1984,4000,2011
"1227","BLZ",1985,3432,2011
"1228","BLZ",1986,3500,2011
"1229","BLZ",1987,11320,2011
"1230","BLZ",1988,8960,2011
"1231","BLZ",1989,9940,2011
"1232","BLZ",1990,9680,2011
"1233","BLZ",1991,8000,2011
"1234","BLZ",1992,-9,2011
"1235","BLZ",1993,6900,2011
"1236","BLZ",1994,11000,2011
"1237","BLZ",1995,13000,2011
"1238","BLZ",1996,15000,2011
"1239","BLZ",1997,16000,2011
"1240","BLZ",1998,17000,2011
"1241","BLZ",1999,17000,2011
"1242","BLZ",2000,18000,2011
"1243","BLZ",2001,18000,2011
"1244","BLZ",2002,14000,2011
"1245","BLZ",2003,15000,2011
"1246","BLZ",2004,16000,2011
"1247","BLZ",2005,16000,2011
"1248","BLZ",2006,18000,2011
"1249","BLZ",2007,18000,2011
"1250","BLZ",2008,-9,2011
"1251","BLZ",2009,14000,2011
"1252","BLZ",2010,16000,2011
"1253","BLZ",2011,16000,2011
"1254","BLZ",2012,16000,2011
"1255","GUA",1868,-9,2011
"1256","GUA",1869,53,2011
"1257","GUA",1870,-9,2011
"1258","GUA",1871,-9,2011
"1259","GUA",1872,159,2011
"1260","GUA",1873,252,2011
"1261","GUA",1874,202,2011
"1262","GUA",1875,-9,2011
"1263","GUA",1876,-9,2011
"1264","GUA",1877,214,2011
"1265","GUA",1878,-9,2011
"1266","GUA",1879,256,2011
"1267","GUA",1880,-9,2011
"1268","GUA",1881,237,2011
"1269","GUA",1882,233,2011
"1270","GUA",1883,-9,2011
"1271","GUA",1884,-9,2011
"1272","GUA",1885,-9,2011
"1273","GUA",1886,-9,2011
"1274","GUA",1887,-9,2011
"1275","GUA",1888,230,2011
"1276","GUA",1889,-9,2011
"1277","GUA",1890,178,2011
"1278","GUA",1891,-9,2011
"1279","GUA",1892,296,2011
"1280","GUA",1893,270,2011
"1281","GUA",1894,270,2011
"1282","GUA",1895,435,2011
"1283","GUA",1896,531,2011
"1284","GUA",1897,419,2011
"1285","GUA",1898,419,2011
"1286","GUA",1899,450,2011
"1287","GUA",1900,400,2011
"1288","GUA",1901,498,2011
"1289","GUA",1902,879,2011
"1290","GUA",1903,-9,2011
"1291","GUA",1904,409,2011
"1292","GUA",1905,417,2011
"1293","GUA",1906,431,2011
"1294","GUA",1907,454,2011
"1295","GUA",1908,463,2011
"1296","GUA",1909,502,2011
"1297","GUA",1910,484,2011
"1298","GUA",1911,469,2011
"1299","GUA",1912,105,2011
"1300","GUA",1913,125,2011
"1301","GUA",1914,151,2011
"1302","GUA",1915,234,2011
"1303","GUA",1916,236,2011
"1304","GUA",1917,-9,2011
"1305","GUA",1918,-9,2011
"1306","GUA",1919,-9,2011
"1307","GUA",1920,-9,2011
"1308","GUA",1921,-9,2011
"1309","GUA",1922,126,2011
"1310","GUA",1923,114,2011
"1311","GUA",1924,869,2011
"1312","GUA",1925,1203,2011
"1313","GUA",1926,2204,2011
"1314","GUA",1927,2100,2011
"1315","GUA",1928,2100,2011
"1316","GUA",1929,2000,2011
"1317","GUA",1930,2000,2011
"1318","GUA",1931,1500,2011
"1319","GUA",1932,1700,2011
"1320","GUA",1933,1400,2011
"1321","GUA",1934,1600,2011
"1322","GUA",1935,1900,2011
"1323","GUA",1936,2100,2011
"1324","GUA",1937,1800,2011
"1325","GUA",1938,1900,2011
"1326","GUA",1939,1880,2011
"1327","GUA",1940,-9,2011
"1328","GUA",1941,-9,2011
"1329","GUA",1942,1900,2011
"1330","GUA",1943,-9,2011
"1331","GUA",1944,1900,2011
"1332","GUA",1945,-9,2011
"1333","GUA",1946,3366,2011
"1334","GUA",1947,3474,2011
"1335","GUA",1948,3871,2011
"1336","GUA",1949,5161,2011
"1337","GUA",1950,5062,2011
"1338","GUA",1951,5558,2011
"1339","GUA",1952,5955,2011
"1340","GUA",1953,5955,2011
"1341","GUA",1954,6650,2011
"1342","GUA",1955,7940,2011
"1343","GUA",1956,8800,2011
"1344","GUA",1957,9300,2011
"1345","GUA",1958,9800,2011
"1346","GUA",1959,9800,2011
"1347","GUA",1960,9400,2011
"1348","GUA",1961,9200,2011
"1349","GUA",1962,9300,2011
"1350","GUA",1963,10200,2011
"1351","GUA",1964,12700,2011
"1352","GUA",1965,14300,2011
"1353","GUA",1966,14700,2011
"1354","GUA",1967,16400,2011
"1355","GUA",1968,15700,2011
"1356","GUA",1969,15600,2011
"1357","GUA",1970,17200,2011
"1358","GUA",1971,18500,2011
"1359","GUA",1972,22500,2011
"1360","GUA",1973,21500,2011
"1361","GUA",1974,27400,2011
"1362","GUA",1975,42900,2011
"1363","GUA",1976,49600,2011
"1364","GUA",1977,77700,2011
"1365","GUA",1978,73200,2011
"1366","GUA",1979,81899,2011
"1367","GUA",1980,109090,2011
"1368","GUA",1981,131209,2011
"1369","GUA",1982,165114,2011
"1370","GUA",1983,170009,2011
"1371","GUA",1984,181288,2011
"1372","GUA",1985,174000,2011
"1373","GUA",1986,130770,2011
"1374","GUA",1987,106320,2011
"1375","GUA",1988,127000,2011
"1376","GUA",1989,131000,2011
"1377","GUA",1990,71780,2011
"1378","GUA",1991,126000,2011
"1379","GUA",1992,109160,2011
"1380","GUA",1993,113000,2011
"1381","GUA",1994,136000,2011
"1382","GUA",1995,150000,2011
"1383","GUA",1996,211000,2011
"1384","GUA",1997,182000,2011
"1385","GUA",1998,159000,2011
"1386","GUA",1999,149000,2011
"1387","GUA",2000,155000,2011
"1388","GUA",2001,186000,2011
"1389","GUA",2002,158000,2011
"1390","GUA",2003,179000,2011
"1391","GUA",2004,112000,2011
"1392","GUA",2005,90000,2011
"1393","GUA",2006,146000,2011
"1394","GUA",2007,166000,2011
"1395","GUA",2008,180000,2011
"1396","GUA",2009,166000,2011
"1397","GUA",2010,156000,2011
"1398","GUA",2011,200000,2011
"1399","GUA",2012,212000,2011
"1400","HON",1899,-9,2011
"1401","HON",1900,68,2011
"1402","HON",1901,79,2011
"1403","HON",1902,79,2011
"1404","HON",1903,62,2011
"1405","HON",1904,97,2011
"1406","HON",1905,97,2011
"1407","HON",1906,103,2011
"1408","HON",1907,135,2011
"1409","HON",1908,135,2011
"1410","HON",1909,120,2011
"1411","HON",1910,120,2011
"1412","HON",1911,113,2011
"1413","HON",1912,-9,2011
"1414","HON",1913,115,2011
"1415","HON",1914,982,2011
"1416","HON",1915,-9,2011
"1417","HON",1916,-9,2011
"1418","HON",1917,882,2011
"1419","HON",1918,-9,2011
"1420","HON",1919,-9,2011
"1421","HON",1920,998,2011
"1422","HON",1921,-9,2011
"1423","HON",1922,999,2011
"1424","HON",1923,1091,2011
"1425","HON",1924,1005,2011
"1426","HON",1925,978,2011
"1427","HON",1926,1000,2011
"1428","HON",1927,900,2011
"1429","HON",1928,800,2011
"1430","HON",1929,900,2011
"1431","HON",1930,600,2011
"1432","HON",1931,650,2011
"1433","HON",1932,650,2011
"1434","HON",1933,750,2011
"1435","HON",1934,900,2011
"1436","HON",1935,1000,2011
"1437","HON",1936,1000,2011
"1438","HON",1937,1100,2011
"1439","HON",1938,1000,2011
"1440","HON",1939,1095,2011
"1441","HON",1940,1040,2011
"1442","HON",1941,-9,2011
"1443","HON",1942,1184,2011
"1444","HON",1943,1208,2011
"1445","HON",1944,1141,2011
"1446","HON",1945,1217,2011
"1447","HON",1946,1814,2011
"1448","HON",1947,2402,2011
"1449","HON",1948,3627,2011
"1450","HON",1949,2843,2011
"1451","HON",1950,2794,2011
"1452","HON",1951,3168,2011
"1453","HON",1952,3218,2011
"1454","HON",1953,3020,2011
"1455","HON",1954,3200,2011
"1456","HON",1955,3200,2011
"1457","HON",1956,4650,2011
"1458","HON",1957,4450,2011
"1459","HON",1958,4550,2011
"1460","HON",1959,4650,2011
"1461","HON",1960,4100,2011
"1462","HON",1961,7200,2011
"1463","HON",1962,7250,2011
"1464","HON",1963,7700,2011
"1465","HON",1964,5400,2011
"1466","HON",1965,5700,2011
"1467","HON",1966,6200,2011
"1468","HON",1967,6150,2011
"1469","HON",1968,6200,2011
"1470","HON",1969,7100,2011
"1471","HON",1970,8750,2011
"1472","HON",1971,11400,2011
"1473","HON",1972,15450,2011
"1474","HON",1973,15950,2011
"1475","HON",1974,16900,2011
"1476","HON",1975,21400,2011
"1477","HON",1976,23700,2011
"1478","HON",1977,25250,2011
"1479","HON",1978,31400,2011
"1480","HON",1979,33000,2011
"1481","HON",1980,59000,2011
"1482","HON",1981,45000,2011
"1483","HON",1982,60000,2011
"1484","HON",1983,70000,2011
"1485","HON",1984,90000,2011
"1486","HON",1985,71580,2011
"1487","HON",1986,67500,2011
"1488","HON",1987,138000,2011
"1489","HON",1988,124000,2011
"1490","HON",1989,138000,2011
"1491","HON",1990,45700,2011
"1492","HON",1991,61000,2011
"1493","HON",1992,42450,2011
"1494","HON",1993,44000,2011
"1495","HON",1994,45000,2011
"1496","HON",1995,54000,2011
"1497","HON",1996,100000,2011
"1498","HON",1997,101000,2011
"1499","HON",1998,99000,2011
"1500","HON",1999,95000,2011
"1501","HON",2000,95000,2011
"1502","HON",2001,96000,2011
"1503","HON",2002,55000,2011
"1504","HON",2003,53000,2011
"1505","HON",2004,52000,2011
"1506","HON",2005,53000,2011
"1507","HON",2006,55000,2011
"1508","HON",2007,76000,2011
"1509","HON",2008,96000,2011
"1510","HON",2009,111000,2011
"1511","HON",2010,135000,2011
"1512","HON",2011,141000,2011
"1513","HON",2012,151000,2011
"1514","SAL",1875,-9,2011
"1515","SAL",1876,164,2011
"1516","SAL",1877,-9,2011
"1517","SAL",1878,-9,2011
"1518","SAL",1879,-9,2011
"1519","SAL",1880,-9,2011
"1520","SAL",1881,180,2011
"1521","SAL",1882,187,2011
"1522","SAL",1883,112,2011
"1523","SAL",1884,111,2011
"1524","SAL",1885,123,2011
"1525","SAL",1886,-9,2011
"1526","SAL",1887,106,2011
"1527","SAL",1888,116,2011
"1528","SAL",1889,140,2011
"1529","SAL",1890,408,2011
"1530","SAL",1891,-9,2011
"1531","SAL",1892,248,2011
"1532","SAL",1893,247,2011
"1533","SAL",1894,396,2011
"1534","SAL",1895,-9,2011
"1535","SAL",1896,283,2011
"1536","SAL",1897,-9,2011
"1537","SAL",1898,-9,2011
"1538","SAL",1899,-9,2011
"1539","SAL",1900,153,2011
"1540","SAL",1901,163,2011
"1541","SAL",1902,180,2011
"1542","SAL",1903,140,2011
"1543","SAL",1904,154,2011
"1544","SAL",1905,177,2011
"1545","SAL",1906,191,2011
"1546","SAL",1907,200,2011
"1547","SAL",1908,-9,2011
"1548","SAL",1909,255,2011
"1549","SAL",1910,243,2011
"1550","SAL",1911,242,2011
"1551","SAL",1912,281,2011
"1552","SAL",1913,262,2011
"1553","SAL",1914,1655,2011
"1554","SAL",1915,-9,2011
"1555","SAL",1916,-9,2011
"1556","SAL",1917,-9,2011
"1557","SAL",1918,-9,2011
"1558","SAL",1919,-9,2011
"1559","SAL",1920,1529,2011
"1560","SAL",1921,169,2011
"1561","SAL",1922,167,2011
"1562","SAL",1923,137,2011
"1563","SAL",1924,135,2011
"1564","SAL",1925,165,2011
"1565","SAL",1926,170,2011
"1566","SAL",1927,199,2011
"1567","SAL",1928,255,2011
"1568","SAL",1929,219,2011
"1569","SAL",1930,156,2011
"1570","SAL",1931,158,2011
"1571","SAL",1932,126,2011
"1572","SAL",1933,115,2011
"1573","SAL",1934,972,2011
"1574","SAL",1935,1640,2011
"1575","SAL",1936,1476,2011
"1576","SAL",1937,1360,2011
"1577","SAL",1938,1440,2011
"1578","SAL",1939,1480,2011
"1579","SAL",1940,-9,2011
"1580","SAL",1941,-9,2011
"1581","SAL",1942,1465,2011
"1582","SAL",1943,1350,2011
"1583","SAL",1944,1462,2011
"1584","SAL",1945,1801,2011
"1585","SAL",1946,1516,2011
"1586","SAL",1947,1802,2011
"1587","SAL",1948,2362,2011
"1588","SAL",1949,2801,2011
"1589","SAL",1950,3944,2011
"1590","SAL",1951,4741,2011
"1591","SAL",1952,5080,2011
"1592","SAL",1953,6154,2011
"1593","SAL",1954,5800,2011
"1594","SAL",1955,6560,2011
"1595","SAL",1956,6960,2011
"1596","SAL",1957,7680,2011
"1597","SAL",1958,7600,2011
"1598","SAL",1959,6240,2011
"1599","SAL",1960,6120,2011
"1600","SAL",1961,6200,2011
"1601","SAL",1962,8680,2011
"1602","SAL",1963,8520,2011
"1603","SAL",1964,8000,2011
"1604","SAL",1965,9040,2011
"1605","SAL",1966,9200,2011
"1606","SAL",1967,9480,2011
"1607","SAL",1968,9240,2011
"1608","SAL",1969,10480,2011
"1609","SAL",1970,9960,2011
"1610","SAL",1971,11960,2011
"1611","SAL",1972,12520,2011
"1612","SAL",1973,25060,2011
"1613","SAL",1974,26040,2011
"1614","SAL",1975,27880,2011
"1615","SAL",1976,37920,2011
"1616","SAL",1977,50000,2011
"1617","SAL",1978,58800,2011
"1618","SAL",1979,68000,2011
"1619","SAL",1980,72000,2011
"1620","SAL",1981,116000,2011
"1621","SAL",1982,139000,2011
"1622","SAL",1983,158000,2011
"1623","SAL",1984,205000,2011
"1624","SAL",1985,252000,2011
"1625","SAL",1986,160000,2011
"1626","SAL",1987,208180,2011
"1627","SAL",1988,237000,2011
"1628","SAL",1989,139230,2011
"1629","SAL",1990,143830,2011
"1630","SAL",1991,141870,2011
"1631","SAL",1992,175000,2011
